title,viewCount,publishedAt,duration
【お絵描き】フリ素つくるぞ！【獅子王クリス/シュガーリリック】,3661,2021-08-19T14:00:16Z,PT1H43M54S
ド深夜に大浦るかこの解像度をあげる。#知るかコラボ【獅子王クリス・大浦るかこ/シュガーリリック・あにまーれ】,13214,2021-08-18T17:12:16Z,PT1H55M45S
鬱なぼのぼ●と理解が乏しいシマリス君,4587,2021-08-17T10:00:09Z,PT45S
【料理配信】ウエハース大量消費メニュ～！【獅子王クリス/シュガーリリック】,6837,2021-08-16T07:51:15Z,PT1H29M24S
【ガオロード第二段】開封配信！【獅子王クリス/シュガーリリック】,3846,2021-08-15T14:41:05Z,PT34M17S
【雑談】メンタリズムです。【獅子王クリス/シュガーリリック】,13584,2021-08-14T20:47:08Z,PT5H16M44S
【絵チャ】あまりしゃべれません！ごめんよ！【獅子王クリス/シュガーリリック】,5617,2021-08-09T10:24:47Z,PT1H15M38S
【#ななしいんく歌謡祭】なつのおうた【獅子王クリス/シュガーリリック】,14325,2021-08-08T11:03:07Z,PT29M7S
【雑談】社会風刺系ホラー映画オチが全くわからん。【獅子王クリス/シュガーリリック】,6784,2021-08-07T18:10:33Z,PT2H51M45S
【Minecraft】ウパの水槽を作るぞお～【獅子王クリス・龍ヶ崎リン/シュガーリリック】,8245,2021-08-01T10:41:27Z,PT2H18M36S
【雑談】夏だ！酒だ！ギャンブルだ！！！【獅子王クリス/シュガーリリック】,8599,2021-07-31T18:24:06Z,PT3H8M8S
【ﾘﾝｸﾞﾌｨｯﾄｱﾄﾞﾍﾞﾝﾁｬｰ】コジコジだと思ってる女【獅子王クリス/シュガーリリック】,5889,2021-07-28T11:57:45Z,PT48M25S
【 Ultimate Fishing Simulator】釣りするぞい！【獅子王クリス/シュガーリリック】,4240,2021-07-26T06:08:15Z,PT58M12S
【お絵描き】夜のワンドロですお～！！【獅子王クリス/シュガーリリック】,3179,2021-07-25T14:24:09Z,PT1H17M24S
【雑談】webくじさん。オタクをなめないでください。【獅子王クリス/シュガーリリック】,11880,2021-07-24T19:27:41Z,PT4H2M25S
【ネタバレ注意！/オラと博士の夏休み】異空間で夏を満喫するゾ【獅子王クリス/シュガーリリック】,4223,2021-07-23T07:35:30Z,PT1H53M33S
【雑談】ヒグマ怖すぎ(´;ω;｀)【獅子王クリス/シュガーリリック】,4088,2021-07-22T13:27:38Z,PT1H10M29S
【お絵描き】夜のワンドロです！！【獅子王クリス/シュガーリリック】,3400,2021-07-18T13:10:08Z,PT1H2M9S
【雑談】来たにょ【獅子王クリス/シュガーリリック】,7479,2021-07-17T17:24:18Z,PT2H6M20S
【ネタバレ注意！/オラと博士の夏休み】誰が何と言おうとオラは野原しんのすけなんだゾ【獅子王クリス/シュガーリリック】,7105,2021-07-15T13:12:19Z,PT1H54M51S
ちょっと難しそうなガレキやるぞ！！【獅子王クリス/シュガーリリック】,3437,2021-07-14T07:23:56Z,PT1H13M7S
【映画雑談】100ワニと７月に見たいホラー映画等【獅子王クリス/シュガーリリック】,4559,2021-07-12T12:08:52Z,PT59M29S
【Overcooked】赤ちゃんで意思疎通しろ！バブバクック【獅子王クリス・龍ヶ崎リン・虎城アンナ/シュガーリリック】,6504,2021-07-11T04:17:28Z,PT1H10M16S
ハムスターみつかりました【獅子王クリス/シュガーリリック】,7108,2021-07-10T15:07:22Z,PT57M20S
【ﾘﾝｸﾞﾌｨｯﾄｱﾄﾞﾍﾞﾝﾁｬｰ】平●唯だと思ってる女【獅子王クリス/シュガーリリック】,7609,2021-07-08T11:13:45Z,PT1H3M
入門？？ガレキ塗るぞいその②【獅子王クリス/シュガーリリック】,2633,2021-07-07T07:05:56Z,PT57M59S
【 Ultimate Fishing Simulator】釣り、しよう！！！【獅子王クリス/シュガーリリック】,5819,2021-07-05T13:01:58Z,PT55M14S
【お絵描き】夜のワンドロ！！【獅子王クリス/シュガーリリック】,3218,2021-07-04T14:32:57Z,PT1H3M42S
【Fall Guys】次のステージにいかせてくれその②  #Fallカスタム【獅子王クリス/シュガーリリック】,4075,2021-07-04T11:38:19Z,PT56M47S
【雑談】休憩中にサービスエリアで食う飯大好き【獅子王クリス/シュガーリリック】,9596,2021-07-03T19:09:20Z,PT3H37M11S
【ﾘﾝｸﾞﾌｨｯﾄｱﾄﾞﾍﾞﾝﾁｬｰ】涼●ハルヒだと思ってる女【獅子王クリス/シュガーリリック】,6500,2021-07-01T11:59:56Z,PT53M9S
鬱のぼ●ぼ●と理解が乏しいシマ●ス君の真似 #shorts,7497,2021-06-30T10:00:06Z,PT45S
りんぐふぃっとのソフトなくした【獅子王クリス/シュガーリリック】,9708,2021-06-28T12:01:15Z,PT45M46S
【お絵描き】夜のワンドロ模写！【獅子王クリス/シュガーリリック】,2920,2021-06-27T14:21:06Z,PT1H3M17S
【雑談】家崩れる動画怖すぎ・・・【獅子王クリス/シュガーリリック】,6079,2021-06-26T17:08:52Z,PT1H59M1S
皆が作ったMii見るとぴあ。【獅子王クリス/シュガーリリック】,3921,2021-06-24T13:18:59Z,PT1H2M31S
【組み立て】ドラコちゃんつくるやつ#3【獅子王クリス/シュガーリリック】,2749,2021-06-23T07:10:06Z,PT59M15S
【お絵描き】Realistic Paint Studioいれたぞ【獅子王クリス/シュガーリリック】,3235,2021-06-21T11:05:34Z,PT58M14S
【お絵描き】夜のワンドロ真剣勝負！【獅子王クリス/シュガーリリック】,2776,2021-06-20T14:19:23Z,PT1H5M23S
【雑談】深夜雄たけびお焚火（かけている）【獅子王クリス/シュガーリリック】,5841,2021-06-19T16:37:18Z,PT1H28M1S
【組み立て】のんびりドラコちゃんつくるお#2【獅子王クリス/シュガーリリック】,3234,2021-06-17T07:11:22Z,PT1H4M45S
ギャンブル中毒のコ●コ●の真似。,9215,2021-06-14T10:00:32Z,PT1M
【朝】朝【獅子王クリス/シュガーリリック】,5578,2021-06-14T00:06:52Z,PT58M37S
【お絵描き】夜のワンドロ真剣勝負！【獅子王クリス/シュガーリリック】,3462,2021-06-13T12:11:32Z,PT1H4M31S
【雑談】逆張りをやめてミーハーを受け入れろ。【獅子王クリス/シュガーリリック】,7958,2021-06-12T17:19:15Z,PT2H3M58S
【Knockout City / #雑魚ドッジ 】まぁ。ラインの端にいたら気づかれへんやろ。【獅子王クリス/シュガーリリック】,3751,2021-06-10T13:16:21Z,PT1H6M4S
【組み立て】のんびりドラコちゃんつくるお【獅子王クリス/シュガーリリック】,5831,2021-06-09T07:52:52Z,PT1H36M5S
【おうた】・・・【獅子王クリス/シュガーリリック】,5634,2021-06-07T12:06:19Z,PT57M9S
【お絵描き】夜のワンドロ真剣勝負！【獅子王クリス/シュガーリリック】,3658,2021-06-06T14:16:39Z,PT1H4M53S
【雑談】アニメ文化とかけましてVtuberと解きます【獅子王クリス/シュガーリリック】,6060,2021-06-05T16:51:49Z,PT1H32M50S
【ﾏﾘｵｶｰﾄ8DX】なに言ってんのコイツほんま。#シュガリリコラボ【獅子王クリス・龍ヶ崎リン・虎城アンナ/シュガーリリック】,8385,2021-06-03T12:07:02Z,PT1H21M44S
【ﾏﾘｵｶｰﾄ8DX】あんた達！いくわよ！？【獅子王クリス/シュガーリリック】,7933,2021-06-02T14:08:31Z,PT1H50S
誇張した涼宮ハル●の真似,10677,2021-06-02T10:00:32Z,PT42S
【プラモ】のんびりその２【獅子王クリス/シュガーリリック】,3760,2021-05-31T08:50:08Z,PT1H33S
【プラモ】のんびり【獅子王クリス/シュガーリリック】,3073,2021-05-31T07:46:26Z,PT36M40S
【お絵描き】夜のワンドロ真剣勝負！【獅子王クリス/シュガーリリック】,3190,2021-05-30T14:16:36Z,PT1H5M17S
【雑談】洒落怖みて未解決事件wikiで調べてたらもうこんな時間じゃん・・・【獅子王クリス/シュガーリリック】,8201,2021-05-29T17:44:08Z,PT2H29M39S
【Miitopia】キャラメイク深堀【獅子王クリス/シュガーリリック】,3976,2021-05-27T08:28:00Z,PT1H21M36S
【じゃんがりあん物語 】ちぃこ命！最高！【獅子王クリス/シュガーリリック】,4505,2021-05-26T13:16:38Z,PT1H1M49S
【Miitopia】正直キャラメイクやりたくて買った。【獅子王クリス/シュガーリリック】,5234,2021-05-24T13:23:41Z,PT1H8M17S
【雑談】致命傷ではないでしょ【獅子王クリス/シュガーリリック】,11151,2021-05-23T09:19:36Z,PT1H11M8S
【雑談】バレました。【獅子王クリス/シュガーリリック】,11524,2021-05-19T14:12:21Z,PT59M15S
【ASMR】競馬実況ASMR♥,8486,2021-05-18T10:00:14Z,PT1M18S
【Good Job! 】え～！ゲームでも働くんですかあ・・・？（年間休日4０日）【獅子王クリス・龍ヶ崎リン/シュガーリリック】,7549,2021-05-17T11:29:19Z,PT1H18M51S
【お絵描き 】なんなのだ・・・【獅子王クリス/シュガーリリック】,5446,2021-05-16T10:09:14Z,PT1H15M58S
【お絵描き 】急遽お絵描きします【獅子王クリス/シュガーリリック】,1801,2021-05-16T08:23:39Z,PT5M41S
【焚火】はなす【獅子王クリス/シュガーリリック】,7085,2021-05-15T18:19:18Z,PT1H52M27S
【切り抜き】本気でエ●絵で脱サラしようとしてた・・・【獅子王クリス / シュガリリ】,6891,2021-05-14T10:00:15Z,PT1M2S
【ﾏﾘｵｶｰﾄ8DX】縛りプレイしたらものすごい成長が見込めるのじゃ【獅子王クリス/シュガーリリック】,4275,2021-05-13T11:42:25Z,PT1H29M2S
【お絵描き】配布予定の絵描くぞおその３【獅子王クリス/シュガーリリック】,3757,2021-05-10T07:06:20Z,PT1H1M24S
【お絵描きワンドロ】夜のお絵描き！一時間勝負！#2【獅子王クリス/シュガーリリック】,2703,2021-05-08T14:12:06Z,PT1H4M9S
【お絵描き】配布予定の絵描くぞお【獅子王クリス/シュガーリリック】,4138,2021-05-06T07:17:20Z,PT1H9M51S
【お絵描き】手作りマカロン食って絵【獅子王クリス/シュガーリリック】,6105,2021-05-05T15:47:10Z,PT1H36M8S
【誕生日】マカロン作るとこ見てて・・・【獅子王クリス/シュガーリリック】,8507,2021-05-05T06:00:41Z,PT1H42M40S
【誕生日】誕生日カウントダウン！【獅子王クリス/シュガーリリック】,5535,2021-05-04T15:38:05Z,PT59M27S
【モンハンライズ】釣り【獅子王クリス・虎城アンナ/シュガーリリック】,7296,2021-05-03T04:26:17Z,PT1H17M45S
【焚火】はなす【獅子王クリス/シュガーリリック】,7558,2021-05-01T18:14:33Z,PT2H56M59S
【モンハンライズ】短気は損気ですよ！！！！【獅子王クリス・虎城アンナ・大浦るかこ・瀬島るい/シュガーリリック・あにまーれ】,4771,2021-04-28T13:52:58Z,PT1H41M42S
【お絵描き】解釈違い魔改造。【獅子王クリス/シュガーリリック】,7298,2021-04-26T07:09:15Z,PT1H29S
【お絵描きワンドロ】夜のお絵描き！一時間勝負！【獅子王クリス/シュガーリリック】,3662,2021-04-25T14:09:53Z,PT1H2M43S
【モンハンライズ】介護してもらうから上位も楽勝よ。【獅子王クリス・虎城アンナ・龍ヶ崎リン/シュガーリリック】,6540,2021-04-24T11:02:59Z,PT1H47M42S
【モンハンライズ】シュガリリコラボまで駆け込み【獅子王クリス/シュガーリリック】,3529,2021-04-22T13:28:48Z,PT1H16M37S
【Speaking Simulator 】おい、寝る前に舌の場所意識してみろ。【獅子王クリス/シュガーリリック】,3315,2021-04-21T15:03:45Z,PT58M32S
【モンハンライズ】さとくえやろう【獅子王クリス/シュガーリリック】,3625,2021-04-19T08:08:44Z,PT1H1M14S
【絵】巨ちち化【獅子王クリス/シュガーリリック】,5226,2021-04-18T13:14:05Z,PT1H8M14S
【雑談】抜いた【獅子王クリス/シュガーリリック】,5079,2021-04-17T16:04:55Z,PT1H15S
【犬 犬（PHOGS!）】僕（あたち）達、ワンコになってる～～！？【獅子王クリス・龍ヶ崎リン/シュガーリリック】,4498,2021-04-15T07:43:21Z,PT1H35M36S
【モンハンライズ】皆でバチボコに負ければ怖くない【獅子王クリス・虎城アンナ・大浦るかこ・瀬島るい/シュガーリリック・あにまーれ】,5561,2021-04-14T13:28:23Z,PT1H19M29S
【食】ウエハース大量消化！！！！【獅子王クリス/シュガーリリック】,6925,2021-04-12T07:50:19Z,PT1H41M24S
開封す【獅子王クリス/シュガーリリック】,4151,2021-04-11T13:12:34Z,PT1H42S
【お絵描き】なんかいい感じの描く【獅子王クリス/シュガーリリック】,4783,2021-04-08T07:55:53Z,PT1H37M20S
【お宝】皆のお宝を教えてっ！【獅子王クリス/シュガーリリック】,4896,2021-04-05T14:02:43Z,PT59M1S
【絵】右手が・・・勝手に・・・うわああああ！！！(K9999)【獅子王クリス/シュガーリリック】,8707,2021-04-04T13:08:43Z,PT1H3M
【焚火】またり雑談【獅子王クリス/シュガーリリック】,4790,2021-04-03T15:13:15Z,PT1H1M36S
【プラモデル】シコ娘【獅子王クリス/シュガーリリック】,6173,2021-04-01T13:17:08Z,PT1H18M31S
【あつまれどうぶつの森】忙しかったからスローライフ送ろう #アンリスコラボ【獅子王クリス・虎城アンナ/シュガーリリック】,5969,2021-03-31T07:05:26Z,PT1H1M46S
【雑談】ライブの話する【獅子王クリス/シュガーリリック】,5015,2021-03-29T13:09:46Z,PT1H4M24S
【#シュガリリ歌リレー​】単独ライブまであと８日！あたちの歌を聴けええ！！【獅子王クリス/シュガーリリック】,3781,2021-03-20T10:35:52Z,PT25M15S
