title,viewCount,publishedAt,duration
【あさひか！】今日も元気におはよう！チューバウトの振り返りもする！【飛良ひかり / あにまーれ】,2843,2021-08-29T22:22:20Z,PT1H11M13S
【早寝早起き】明日はついに！チューバウトに出演するよ～～～っ！【飛良ひかり / あにまーれ】,1887,2021-08-28T10:15:18Z,PT58M41S
【歌ってみた】好きだから。 - 『ユイカ』【Cover - 飛良ひかり】,2240,2021-08-28T09:00:23Z,PT4M59S
【ラジオDJひか爆誕！？】音楽に合わせて45秒ぴったりでお悩み解決できるか挑戦！！【飛良ひかり / あにまーれ】,2421,2021-08-27T11:20:23Z,PT1H7M1S
【切り抜き/Overcooked 2】最終回 - 最後の夏 -【飛良ひかり / あにまーれ】,1045,2021-08-25T10:00:13Z,PT4M21S
【ポケモンユナイト】フルパで女子会するぞやっぴぃ～～！！！【飛良ひかり / あにまーれ】,2134,2021-08-24T15:53:42Z,PT2H12M29S
【切り抜き/Overcooked 2】絶対見放すマンひかり＆ついにみみひらほっこりエピソードが・・！！【飛良ひかり / あにまーれ】,1308,2021-08-24T10:00:12Z,PT2M2S
【あさひか！】キミだけにおはようをあげちゃうっ！【飛良ひかり / あにまーれ】,3209,2021-08-22T22:09:42Z,PT1H3M21S
【切り抜き/Overcooked 2】ついに放送事故！？「たった一言」で地獄の配信へと一変したシーン【飛良ひかり / あにまーれ】,1613,2021-08-22T10:00:13Z,PT3M23S
【切り抜き/Overcooked 2】いろんな声がでちゃったやつ＆相変わらず言葉の圧がすごい【飛良ひかり / あにまーれ】,1998,2021-08-21T10:00:13Z,PT1M23S
タイトル（必須）ってなんなんだよおおおおおおおおおおおおお【飛良ひかり / あにまーれ】,3679,2021-08-20T11:08:51Z,PT1H3M46S
【#ひかみあ】２人で考察！？結婚願望ありすぎるVtuberにいろいろと吹き込んでみた結果...【湖南みあ / 飛良ひかり】,8888,2021-08-19T13:35:04Z,PT1H24M40S
【Minecraft】意外と夏休みも終盤！？そろそろ狩りの時間か・・！！【季咲あんこ / 飛良ひかり】,2649,2021-08-18T14:22:24Z,PT2H57M53S
【あさひか！】第２回！手探りの朝活！！そろそろ何か募集するかもしれません！【飛良ひかり / あにまーれ】,3621,2021-08-15T22:08:07Z,PT59M55S
【APEX LEGENDS】初めましてでドキドキしてる・・！！【天川はの / 杏戸ゆげ / 飛良ひかり】,3673,2021-08-12T16:14:34Z,PT3H9M21S
【雑談】〇〇計画１４日目【飛良ひかり / あにまーれ】,2820,2021-08-11T12:13:30Z,PT1H1M36S
【切り抜き/Overcooked 2】いちいち圧がすごい＆急に皿洗いハードコアを始めだすサイコパスひかり【飛良ひかり / あにまーれ】,2044,2021-08-11T10:00:14Z,PT1M50S
